Geography,Year,enrollmentrate
China: Hainan,1996,0.14285714285714285
China: Hainan,1997,0.13829787234042554
China: Hainan,1998,0.13333333333333333
China: Hainan,1999,0.1327433628318584
China: Hainan,2000,0.1596638655462185
China: Hainan,2001,0.21487603305785125
China: Hainan,2002,0.26515151515151514
China: Hainan,2003,0.3049645390070922
China: Hainan,2004,0.3866666666666667
China: Hainan,2005,0.4347826086956522
China: Hainan,2006,0.5056179775280899
China: Hainan,2007,0.5714285714285714
China: Hainan,2008,0.626865671641791
China: Hainan,2009,0.696078431372549
China: Hainan,2010,0.766497461928934
China: Hainan,2011,0.8134715025906736
China: Hainan,2012,0.8936170212765958
China: Hainan,2013,0.9885057471264368
China: Hebei,1996,0.1533816425120773
China: Hebei,1997,0.13991769547325103
China: Hebei,1998,0.12360515021459226
China: Hebei,1999,0.1420545746388443
China: Hebei,2000,0.19224924012158054
China: Hebei,2001,0.2560175054704595
China: Hebei,2002,0.32067796610169486
China: Hebei,2003,0.3531575720416922
China: Hebei,2004,0.40265742345465044
China: Hebei,2005,0.4348314606741573
China: Hebei,2006,0.4845592363840539
China: Hebei,2007,0.572923076923077
China: Hebei,2008,0.6514657980456027
China: Hebei,2009,0.726027397260274
China: Hebei,2010,0.8480429777436684
China: Hebei,2011,0.9737288135593221
China: Hebei,2012,1.0372670807453417
China: Hebei,2013,1.0951492537313432
China: Heilongjiang,1996,0.23293172690763053
China: Heilongjiang,1997,0.2248062015503876
China: Heilongjiang,1998,0.21331058020477817
China: Heilongjiang,1999,0.2725694444444445
China: Heilongjiang,2000,0.3633217993079585
China: Heilongjiang,2001,0.4294770206022187
China: Heilongjiang,2002,0.5385852090032155
China: Heilongjiang,2003,0.5948406676783005
China: Heilongjiang,2004,0.6763425253991293
China: Heilongjiang,2005,0.7441540577716644
China: Heilongjiang,2006,0.8245125348189415
China: Heilongjiang,2007,0.9477611940298507
China: Heilongjiang,2008,1.0414746543778801
China: Heilongjiang,2009,1.1026438569206842
China: Heilongjiang,2010,1.1963394342762064
China: Heilongjiang,2011,1.1774461028192371
China: Heilongjiang,2012,1.173044925124792
China: Heilongjiang,2013,1.2400690846286702
China: Henan,1996,0.11044003451251079
China: Henan,1997,0.1021021021021021
China: Henan,1998,0.10006854009595613
China: Henan,1999,0.12012987012987013
China: Henan,2000,0.1683107274969174
China: Henan,2001,0.20918367346938774
China: Henan,2002,0.2305418719211823
China: Henan,2003,0.2473357015985791
China: Henan,2004,0.29206481096800996
China: Henan,2005,0.33809523809523806
China: Henan,2006,0.39722675367047305
China: Henan,2007,0.43076317859952795
China: Henan,2008,0.4844961240310077
China: Henan,2009,0.5865467009425878
China: Henan,2010,0.6466932978251221
China: Henan,2011,0.6756756756756757
China: Henan,2012,0.7291861552853134
China: Henan,2013,0.7950859950859951
China: Hubei,1996,0.2745664739884393
China: Hubei,1997,0.2585301837270341
China: Hubei,1998,0.25210084033613445
China: Hubei,1999,0.30604982206405695
China: Hubei,2000,0.40497737556561086
China: Hubei,2001,0.47484276729559755
China: Hubei,2002,0.5482661668228679
China: Hubei,2003,0.6072329688814129
China: Hubei,2004,0.6778115501519757
China: Hubei,2005,0.7039610840861709
China: Hubei,2006,0.7413441955193483
China: Hubei,2007,0.8077723802914641
China: Hubei,2008,0.8398299078667611
China: Hubei,2009,0.9090247452692868
China: Hubei,2010,1.0062063615205585
China: Hubei,2011,1.1166666666666667
China: Hubei,2012,1.402834008097166
China: Hubei,2013,1.5362162162162163
China: Hunan,1996,0.17662337662337663
China: Hunan,1997,0.16532721010332949
China: Hunan,1998,0.16337148803329865
China: Hunan,1999,0.1975560081466395
China: Hunan,2000,0.2657342657342658
China: Hunan,2001,0.32011605415860733
China: Hunan,2002,0.3581196581196581
China: Hunan,2003,0.40497737556561086
China: Hunan,2004,0.4335142469470828
China: Hunan,2005,0.47424623115577885
China: Hunan,2006,0.5386112913692408
China: Hunan,2007,0.6620029455081001
China: Hunan,2008,0.7906976744186046
China: Hunan,2009,0.9170423805229936
China: Hunan,2010,0.9886685552407932
China: Hunan,2011,1.0491159135559922
China: Hunan,2012,1.083083083083083
China: Hunan,2013,1.1200406917599186
China: Inner Mongolia,1996,0.13194444444444445
China: Inner Mongolia,1997,0.121875
China: Inner Mongolia,1998,0.12389380530973451
China: Inner Mongolia,1999,0.14836795252225518
China: Inner Mongolia,2000,0.2117647058823529
China: Inner Mongolia,2001,0.2932551319648094
China: Inner Mongolia,2002,0.32526881720430106
China: Inner Mongolia,2003,0.39303482587064675
China: Inner Mongolia,2004,0.454337899543379
China: Inner Mongolia,2005,0.47925311203319504
China: Inner Mongolia,2006,0.515274949083503
China: Inner Mongolia,2007,0.5892116182572614
China: Inner Mongolia,2008,0.6443089430894309
China: Inner Mongolia,2009,0.7457627118644068
China: Inner Mongolia,2010,0.8355855855855856
China: Inner Mongolia,2011,0.897196261682243
China: Inner Mongolia,2012,0.92
China: Inner Mongolia,2013,0.9708029197080293
China: Jiangsu,1996,0.238403451995685
China: Jiangsu,1997,0.23271665043816944
China: Jiangsu,1998,0.2518939393939394
China: Jiangsu,1999,0.3384615384615385
China: Jiangsu,2000,0.4708333333333334
China: Jiangsu,2001,0.5523091423185674
China: Jiangsu,2002,0.5927180355630821
China: Jiangsu,2003,0.6505295007564296
China: Jiangsu,2004,0.6695827725437415
China: Jiangsu,2005,0.7116564417177914
China: Jiangsu,2006,0.7853277209861695
China: Jiangsu,2007,0.9252042740414833
China: Jiangsu,2008,1.0328299409061064
China: Jiangsu,2009,1.1199186991869918
China: Jiangsu,2010,1.177857142857143
China: Jiangsu,2011,1.272239263803681
China: Jiangsu,2012,1.3959899749373432
China: Jiangsu,2013,1.5295186194368755
China: Jiangxi,1996,0.14505119453924917
China: Jiangxi,1997,0.14012738853503184
China: Jiangxi,1998,0.13967310549777118
China: Jiangxi,1999,0.15857142857142859
China: Jiangxi,2000,0.2018970189701897
China: Jiangxi,2001,0.2620320855614973
China: Jiangxi,2002,0.3350125944584383
China: Jiangxi,2003,0.42738095238095236
China: Jiangxi,2004,0.5320304017372421
China: Jiangxi,2005,0.6578411405295316
China: Jiangxi,2006,0.8107255520504733
China: Jiangxi,2007,0.8816234498308907
China: Jiangxi,2008,0.8603603603603603
China: Jiangxi,2009,0.993734335839599
China: Jiangxi,2010,1.0212765957446808
China: Jiangxi,2011,0.9399092970521541
China: Jiangxi,2012,0.9615819209039548
China: Jiangxi,2013,0.994232987312572
China: Jilin,1996,0.2699228791773779
China: Jilin,1997,0.28061224489795916
China: Jilin,1998,0.2757009345794392
China: Jilin,1999,0.35989717223650386
China: Jilin,2000,0.457070707070707
China: Jilin,2001,0.5190476190476191
China: Jilin,2002,0.6064073226544623
China: Jilin,2003,0.6808510638297873
China: Jilin,2004,0.7702127659574468
China: Jilin,2005,0.799607072691552
China: Jilin,2006,0.8349328214971209
China: Jilin,2007,0.9437751004016064
China: Jilin,2008,1.0413223140495869
China: Jilin,2009,3.1420118343195265
China: Jilin,2010,1.2170022371364655
China: Jilin,2011,1.2766439909297052
China: Jilin,2012,1.3985507246376812
China: Jilin,2013,1.5113350125944582
China: Liaoning,1996,0.318815331010453
China: Liaoning,1997,0.3003194888178914
China: Liaoning,1998,0.28966521106259097
China: Liaoning,1999,0.38187702265372164
China: Liaoning,2000,0.5589836660617059
China: Liaoning,2001,0.6402753872633391
China: Liaoning,2002,0.6771771771771772
China: Liaoning,2003,0.6936572199730094
China: Liaoning,2004,0.7742363877822045
China: Liaoning,2005,0.8705416116248349
China: Liaoning,2006,0.9412532637075718
China: Liaoning,2007,1.083565459610028
China: Liaoning,2008,1.1373092926490984
China: Liaoning,2009,1.3967213114754098
China: Liaoning,2010,1.292217327459618
China: Liaoning,2011,1.346268656716418
China: Liaoning,2012,1.4391371340523884
China: Liaoning,2013,1.5663430420711975
China: Ningxia,1996,0.12345679012345678
China: Ningxia,1997,0.12941176470588234
China: Ningxia,1998,0.12643678160919541
China: Ningxia,1999,0.14942528735632185
China: Ningxia,2000,0.1910112359550562
China: Ningxia,2001,0.25
China: Ningxia,2002,0.3020833333333333
China: Ningxia,2003,0.3240740740740741
China: Ningxia,2004,0.3445378151260505
China: Ningxia,2005,0.3951612903225807
China: Ningxia,2006,0.4409448818897638
China: Ningxia,2007,0.4592592592592592
China: Ningxia,2008,0.5147058823529412
China: Ningxia,2009,0.5547445255474452
China: Ningxia,2010,0.6153846153846154
China: Ningxia,2011,0.6027397260273972
China: Ningxia,2012,0.6713286713286714
China: Ningxia,2013,0.7272727272727273
China: Qinghai,1996,0.14545454545454545
China: Qinghai,1997,0.13793103448275862
China: Qinghai,1998,0.15254237288135594
China: Qinghai,1999,0.15789473684210525
China: Qinghai,2000,0.22413793103448273
China: Qinghai,2001,0.29508196721311475
China: Qinghai,2002,0.3188405797101449
China: Qinghai,2003,0.3466666666666667
China: Qinghai,2004,0.34523809523809523
China: Qinghai,2005,0.3548387096774194
China: Qinghai,2006,0.35643564356435636
China: Qinghai,2007,0.37254901960784315
China: Qinghai,2008,0.39252336448598135
China: Qinghai,2009,0.43999999999999995
China: Qinghai,2010,0.44999999999999996
China: Qinghai,2011,0.45999999999999996
China: Qinghai,2012,0.4711538461538462
China: Qinghai,2013,0.520408163265306
China: Shaanxi,1996,0.34005037783375314
China: Shaanxi,1997,0.3159090909090909
China: Shaanxi,1998,0.3117154811715481
China: Shaanxi,1999,0.3489278752436647
China: Shaanxi,2000,0.43594306049822057
China: Shaanxi,2001,0.4952681388012618
China: Shaanxi,2002,0.569060773480663
China: Shaanxi,2003,0.6198757763975155
China: Shaanxi,2004,0.6467331118493909
China: Shaanxi,2005,0.6862139917695473
China: Shaanxi,2006,0.7430910951893551
China: Shaanxi,2007,0.7640117994100296
China: Shaanxi,2008,0.8251473477406679
China: Shaanxi,2009,0.903943377148635
China: Shaanxi,2010,0.9893390191897655
China: Shaanxi,2011,1.0770089285714286
China: Shaanxi,2012,1.2228843861740168
China: Shaanxi,2013,1.392764857881137
China: Shandong,1996,0.13739837398373986
China: Shandong,1997,0.12394366197183099
China: Shandong,1998,0.1131957473420888
China: Shandong,1999,0.1297756215888417
China: Shandong,2000,0.19345238095238096
China: Shandong,2001,0.23806998939554616
China: Shandong,2002,0.2840466926070039
China: Shandong,2003,0.34156193895870735
China: Shandong,2004,0.4424695977549111
China: Shandong,2005,0.5648818137964303
China: Shandong,2006,0.6802236908998475
China: Shandong,2007,0.7539267015706806
China: Shandong,2008,0.8872180451127819
China: Shandong,2009,1.0044136191677175
China: Shandong,2010,1.0395156150414278
China: Shandong,2011,1.0430925221799745
China: Shandong,2012,1.0822454308093994
China: Shandong,2013,1.089102564102564
China: Shanghai,1996,0.7668393782383419
China: Shanghai,1997,0.6234817813765182
China: Shanghai,1998,0.6521739130434783
China: Shanghai,1999,0.7914893617021277
China: Shanghai,2000,0.9826839826839827
China: Shanghai,2001,1.1155378486055778
China: Shanghai,2002,1.243445692883895
China: Shanghai,2003,1.4576923076923076
China: Shanghai,2004,1.606177606177606
China: Shanghai,2005,1.73046875
China: Shanghai,2006,2.099099099099099
China: Shanghai,2007,2.2877358490566038
China: Shanghai,2008,2.5024875621890548
China: Shanghai,2009,3.0176470588235293
China: Shanghai,2010,3.2049689440993787
China: Shanghai,2011,3.296774193548387
China: Shanghai,2012,3.4026845637583896
China: Shanghai,2013,3.435374149659864
China: Shanxi,1996,0.15540540540540543
China: Shanxi,1997,0.14730290456431536
China: Shanxi,1998,0.1470019342359768
China: Shanxi,1999,0.17407407407407408
China: Shanxi,2000,0.22241992882562275
China: Shanxi,2001,0.27918781725888325
China: Shanxi,2002,0.32755905511811023
China: Shanxi,2003,0.4627118644067797
China: Shanxi,2004,0.45634920634920634
China: Shanxi,2005,0.4903614457831325
China: Shanxi,2006,0.5379975874547648
China: Shanxi,2007,0.5845410628019324
China: Shanxi,2008,0.6064441887226698
China: Shanxi,2009,0.6309111880046137
China: Shanxi,2010,0.674251497005988
China: Shanxi,2011,0.7191283292978208
China: Shanxi,2012,0.7372685185185185
China: Shanxi,2013,0.817632850241546
China: Sichuan,1996,0.21666666666666667
China: Sichuan,1997,0.18315018315018317
China: Sichuan,1998,0.17511520737327188
China: Sichuan,1999,0.22360248447204967
China: Sichuan,2000,0.30036630036630035
China: Sichuan,2001,0.31955645161290325
China: Sichuan,2002,0.33660130718954245
China: Sichuan,2003,0.3946153846153846
China: Sichuan,2004,0.4595959595959596
China: Sichuan,2005,0.5132450331125827
China: Sichuan,2006,0.5638506876227898
China: Sichuan,2007,0.5907335907335908
China: Sichuan,2008,0.6292063492063492
China: Sichuan,2009,0.6590330788804071
China: Sichuan,2010,0.6838790931989924
China: Sichuan,2011,0.7092154420921544
China: Sichuan,2012,0.7786259541984732
China: Sichuan,2013,0.8406084656084656
China: Tianjin,1996,0.5867768595041322
China: Tianjin,1997,0.5103448275862069
China: Tianjin,1998,0.46745562130177515
China: Tianjin,1999,0.5555555555555555
China: Tianjin,2000,0.7579617834394904
China: Tianjin,2001,0.9221556886227544
China: Tianjin,2002,1.1588235294117646
China: Tianjin,2003,1.3315217391304348
China: Tianjin,2004,1.4895833333333333
China: Tianjin,2005,1.7113402061855671
China: Tianjin,2006,1.8402061855670102
China: Tianjin,2007,2.0611111111111113
China: Tianjin,2008,2.218390804597701
China: Tianjin,2009,2.431137724550898
China: Tianjin,2010,2.5688622754491015
China: Tianjin,2011,2.980132450331126
China: Tianjin,2012,3.23972602739726
China: Tianjin,2013,3.4751773049645394
China: Tibet,1996,0.33333333333333337
China: Tibet,1997,0.3
China: Tibet,1998,0.27272727272727276
China: Tibet,1999,0.3333333333333333
China: Tibet,2000,0.4166666666666667
China: Tibet,2001,0.5384615384615385
China: Tibet,2002,0.5
China: Tibet,2003,0.47619047619047616
China: Tibet,2004,0.48387096774193544
China: Tibet,2005,0.5135135135135135
China: Tibet,2006,0.5
China: Tibet,2007,0.5192307692307693
China: Tibet,2008,0.5178571428571429
China: Tibet,2009,0.5357142857142857
China: Tibet,2010,0.5344827586206896
China: Tibet,2011,0.5517241379310345
China: Tibet,2012,0.55
China: Tibet,2013,0.5862068965517242
China: Xinjiang,1996,0.20465116279069767
China: Xinjiang,1997,0.20175438596491227
China: Xinjiang,1998,0.18076923076923077
China: Xinjiang,1999,0.1914893617021277
China: Xinjiang,2000,0.262987012987013
China: Xinjiang,2001,0.32727272727272727
China: Xinjiang,2002,0.3707865168539326
China: Xinjiang,2003,0.3905013192612137
China: Xinjiang,2004,0.38717339667458434
China: Xinjiang,2005,0.39565217391304347
China: Xinjiang,2006,0.3964143426294821
China: Xinjiang,2007,0.4194174757281553
China: Xinjiang,2008,0.4556213017751479
China: Xinjiang,2009,0.491869918699187
China: Xinjiang,2010,0.5306553911205074
China: Xinjiang,2011,0.5655021834061136
China: Xinjiang,2012,0.5912087912087912
China: Xinjiang,2013,0.6164079822616408
China: Yunnan,1996,0.1588235294117647
China: Yunnan,1997,0.15405405405405406
China: Yunnan,1998,0.15422885572139303
China: Yunnan,1999,0.17289719626168223
China: Yunnan,2000,0.20210526315789476
China: Yunnan,2001,0.22666666666666666
China: Yunnan,2002,0.24319727891156462
China: Yunnan,2003,0.2738654147104851
China: Yunnan,2004,0.3181148748159057
China: Yunnan,2005,0.3488372093023256
China: Yunnan,2006,0.3722149410222804
China: Yunnan,2007,0.40813648293963256
China: Yunnan,2008,0.44672657252888315
China: Yunnan,2009,0.4894409937888199
China: Yunnan,2010,0.5314769975786925
China: Yunnan,2011,0.5654692931633836
China: Yunnan,2012,0.593279258400927
China: Yunnan,2013,0.6574850299401198
China: Zhejiang,1996,0.1672473867595819
China: Zhejiang,1997,0.14977973568281935
China: Zhejiang,1998,0.1509933774834437
China: Zhejiang,1999,0.19885550786838344
China: Zhejiang,2000,0.2874251497005988
China: Zhejiang,2001,0.40921787709497204
China: Zhejiang,2002,0.4828009828009828
China: Zhejiang,2003,0.5493757094211124
China: Zhejiang,2004,0.6624277456647398
China: Zhejiang,2005,0.725752508361204
China: Zhejiang,2006,0.8126410835214447
China: Zhejiang,2007,0.9373493975903615
China: Zhejiang,2008,0.9976019184652278
China: Zhejiang,2009,0.9874572405929304
China: Zhejiang,2010,1.0290697674418605
China: Zhejiang,2011,1.063305978898007
China: Zhejiang,2012,1.1491985203452528
China: Zhejiang,2013,1.2276214833759589
