"Data Source","World Development Indicators",

"Last Updated Date","2015-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Japan","JPN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","17.64062","19.37843","20.7587","22.59059","24.60175","26.64275","28.18517","30.62027","31.0865","31.20274","30.93456","30.2983","29.67323","29.49197","29.02974","28.01094","28.48559","29.24833","29.51152","29.74919","29.77436","29.96077","","38.65585","39.88429","","","45.11409","46.630069732666","48.7363891601563","49.9141883850098","50.707649230957","51.8360290527344","53.5771484375","54.9713516235352","57.105899810791","57.8182716369629","57.6440010070801","57.6837005615234","58.0790786743164","59.9240608215332","61.4593200683594","","","",
"Kazakhstan","KAZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","34.64817","","","","","38.73201","","40.56862","40.54083","40.18624","39.64829","38.67258","","35.99112","35.91208","31.36877","","","24.9348106384277","32.4471397399902","","","","","52.9223594665527","59.6039009094238","","","","","","56.2928810119629","55.2984085083008","","",
"Kenya","KEN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.89081","0.92212","0.84856","0.94807","1.03259","","0.78008","0.73002","0.76194","0.87068","0.92638","0.91903","","1.17093","1.22564","1.27793","","1.46155","","1.50957","","","","","","","","","","","2.74734997749329","2.81555008888245","2.82259011268616","","2.92097997665405","2.96753001213074","","","","4.04812002182007","","","","","","",
"Kyrgyz Republic","KGZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","27.96411","","28.44558","27.71535","26.9028","25.42067","24.38764","22.48887","21.344","20.46499","22.00628","24.38156","28.40727","29.1686096191406","34.8034400939941","40.1854591369629","43.2750015258789","40.7701301574707","40.6849784851074","42.5346412658691","43.5268898010254","42.8268089294434","46.6046905517578","44.2698516845703","42.1333503723145","41.3454818725586","","47.6352615356445","","",
"Cambodia","KHM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.4067","1.4959","1.35948","","","","","","","0.09663","0.08472","0.08335","0.10413","0.18053","0.25175","0.27334","","","0.60472","0.6304","0.74595","0.96096","1.19331","1.3825","1.39115","1.69104","1.28296","","","2.49328994750977","2.36668992042542","2.4506299495697","2.85997009277344","2.76059007644653","3.32615995407104","5.59144020080566","7.25093984603882","9.08014011383057","11.7233295440674","14.0676002502441","15.8341102600098","","","","",
"Kiribati","KIR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","1.29098","0.79161","","","","1.42039","1.29046","4.74698","6.06752","4.57116","","","","5.89159","10.19405","","","","","","","","","","","","","","","18.2261791229248","","","","","","","",
"Korea, Rep.","KOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.24645","7.34423","7.40711","7.53876","7.73218","8.49151","8.75751","9.42547","10.62247","12.83041","15.34337","19.62454","24.2549","28.30367","31.58513","34.10056","35.24813","35.7031","35.92281","36.87473","37.92843","39.49203","43.28469","44.9605","48.92811","54.88468","64.62435","68.25411","74.2175827026367","78.8282699584961","82.7327499389648","85.751350402832","87.7653274536133","90.2574234008789","93.4780502319336","97.5058670043945","100.811309814453","101.759239196777","101.566749572754","100.956108093262","100.800003051758","","98.3791885375977","96.5849685668945","",
"Kosovo","KSV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.86303","5.2153","6.18728","7.20213","7.2934","9.35181","10.1636","11.57086","10.16773","10.45705","11.33736","12.34311","13.33289","13.64325","15.07281","16.04081","16.14428","16.04721","15.34759","12.17873","","10.90957","12.15274","15.61602","20.22207","24.36323","22.62041","","22.7674694061279","","23.6873798370361","23.8213901519775","23.0887298583984","22.3005905151367","","","","","","","","","28.4509391784668","","",
"Latin America & Caribbean (developing only)","LAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.07846021652222","5.70289993286133","6.44235992431641","7.16450977325439","8.29790019989014","9.39505958557129","9.87742042541504","10.3729496002197","10.9938097000122","11.5929403305054","12.1509704589844","12.5443801879883","12.6727199554443","12.8849096298218","15.3519296646118","15.5852403640747","13.7059001922607","13.8801498413086","14.3013696670532","14.2588701248169","14.109580039978","14.4075298309326","14.2119598388672","13.9647998809814","14.0991201400757","16.0068206787109","14.6800203323364","16.9401206970215","17.0088806152344","18.4172496795654","19.4000396728516","20.3307590484619","21.7951107025146","23.2990303039551","24.8279094696045","26.20924949646","28.6394195556641","29.9594707489014","32.5936508178711","33.55078125","34.9250907897949","36.2178688049316","37.2657890319824","37.7210388183594","","",
"Lao PDR","LAO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.17446","0.18099","0.14889","0.32406","0.29855","","","","","0.37905","0.44949","0.89858","1.18233","1.39786","1.46099","1.47038","","1.36467","","1.13418","","","1.33475","1.32622","1.65924","2.40614","2.57302","2.04119","2.34346008300781","2.68175005912781","3.0924699306488","4.15078020095825","4.9338002204895","5.74255990982056","7.7889199256897","8.96278953552246","11.3968801498413","13.0926399230957","15.9935302734375","16.0879497528076","17.0884799957275","16.7253704071045","17.697790145874","","",
"Lebanon","LBN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","21.15109","20.14673","","","21.45112","","","","29.65304","32.2852","29.95507","26.45293","27.30416","","26.34834","29.97726","32.11864","","","","","32.45146","","","","27.53839","","","37.6684799194336","38.3055191040039","43.4012985229492","44.8687705993652","43.0304412841797","43.6101417541504","44.2195510864258","44.1002388000488","46.6722717285156","48.2970504760742","48.2080383300781","47.7966003417969","49.7338409423828","46.2645111083984","47.9279518127441","","",
"Liberia","LBR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.92939","0.96992","1.08391","1.2847","","1.68572","","","1.72619","2.35589","","","","","","","","2.63185","","","","","","","","","","","","8.30733966827393","19.4006500244141","","","","","","","","","","9.29885005950928","","11.6383600234985","","","",
"Libya","LBY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.11925","3.58049","4.46029","4.97327","5.95884","6.40509","6.25362","6.72478","6.46828","6.20915","7.49209","8.24073","8.96339","","9.62338","","","","","12.47044","","16.80134","","","","","","","55.1131782531738","50.3095092773438","54.8380699157715","59.2358894348145","60.877311706543","","","","","","","","","","","","",
"St. Lucia","LCA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","2.71675","2.62672","2.32951","2.01017","2.31842","2.75195","3.03837","2.95111","2.52758","","2.61006","2.74446","","","","","6.13454","","","20.45808","","","","","","","","13.8829803466797","13.107029914856","9.55848026275635","8.66368961334229","15.9477701187134","17.6504001617432","12.4928798675537","16.3404006958008","10.178409576416","13.8519401550293","","",
"Latin America & Caribbean (all income levels)","LCN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.94558000564575","7.03136014938354","7.86752986907959","8.79446029663086","9.98332023620605","11.2703399658203","11.6774501800537","11.9083700180054","12.3157796859741","12.853949546814","13.335280418396","13.7408399581909","13.9688301086426","14.5031499862671","16.8782997131348","17.4915599822998","16.2012691497803","16.4614601135254","16.8843402862549","16.9251098632813","16.8594303131104","17.1561393737793","17.0083808898926","16.838680267334","16.965030670166","18.7849998474121","17.9050197601318","20.0499897003174","20.3369693756104","21.709789276123","22.8345108032227","24.1939792633057","25.9267101287842","27.4882202148438","28.9193897247314","30.6186408996582","33.3339996337891","35.1621398925781","38.1245498657227","39.2420692443848","40.8569412231445","42.3170204162598","43.4096488952637","43.8840103149414","","",
"Least developed countries: UN classification","LDC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.58805000782013","1.60324001312256","1.64626002311707","1.66904997825623","1.8138200044632","1.78453004360199","1.74295997619629","1.8965300321579","1.91709005832672","2.19502997398376","2.25874996185303","2.3060200214386","2.46019005775452","2.66023993492126","2.79332995414734","2.84760999679565","2.87807989120483","2.90573000907898","2.7247200012207","2.73290991783142","2.82592010498047","2.87465000152588","2.856290102005","2.97154998779297","2.94355010986328","2.96696996688843","3.05360007286072","3.11829996109009","3.24918007850647","3.47689008712769","3.74656009674072","4.22654008865356","4.32197999954224","4.48227977752686","4.55632019042969","4.91384983062744","5.39937019348145","5.85645008087158","6.51766014099121","7.32554006576538","8.13706970214844","8.67681980133057","8.85019016265869","8.97076988220215","","",
"Low income","LIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.926800012588501","0.909169971942902","0.96833997964859","1.03383004665375","1.13618004322052","1.23952996730804","1.31918001174927","1.42070996761322","1.58993005752563","1.66971004009247","1.70378994941711","1.73362004756927","1.85170996189117","1.88401997089386","2.05408000946045","2.15184998512268","2.33064007759094","2.42270994186401","2.53951001167297","2.66138005256653","2.63928008079529","2.7078800201416","2.68974995613098","2.69098997116089","2.6037700176239","2.53592991828918","2.53871011734009","2.54717993736267","2.56206011772156","2.61954998970032","2.91158008575439","3.18788003921509","3.48634004592896","3.81466007232666","4.04064989089966","4.32155990600586","4.7314600944519","5.2023401260376","5.72568988800049","6.25230979919434","7.05349016189575","7.47664022445679","7.75432014465332","7.68096017837524","","",
"Liechtenstein","LIE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7058792114258","24.6068496704102","","29.81715965271","31.625940322876","36.7309494018555","34.4449501037598","36.018310546875","43.6750984191895","42.4966812133789","","","",
"Sri Lanka","LKA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.01294","1.13663","","1.08834","1.08881","1.11148","","1.12601","1.15031","2.71186","","2.8317","3.65952","4.03821","4.12638","3.67139","3.75656","","","","","","","","4.75626","","","","","","","","","","","","","","","","16.042459487915","15.0174999237061","16.9674606323242","18.7628993988037","","",
"Lower middle income","LMC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.05832004547119","6.09997987747192","6.14073991775513","6.15918016433716","6.18700981140137","6.13159990310669","6.14561986923218","6.15965986251831","6.37411022186279","6.54278993606567","6.68779993057251","6.97704982757568","6.9514799118042","7.34465980529785","7.72718000411987","7.73027992248535","7.67596006393433","7.89014005661011","7.490149974823","7.66624021530151","7.78126001358032","7.80563020706177","7.80216979980469","7.8427300453186","7.96644020080566","8.16580009460449","8.69445991516113","9.2165002822876","9.87648010253906","10.7142200469971","11.2791299819946","11.5939502716064","12.1003303527832","12.4778699874878","12.9702501296997","13.2763900756836","13.8502998352051","14.8824996948242","16.1834201812744","17.0631294250488","18.2635707855225","20.807409286499","21.9528999328613","22.129280090332","","",
"Low & middle income","LMY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.92311000823975","4.00247001647949","4.12694978713989","4.26315021514893","4.50253009796143","4.74716997146606","4.91529989242554","5.06005001068115","5.29623985290527","5.57878017425537","5.76842021942139","6.0673999786377","6.23601007461548","6.47017002105713","6.91305017471313","7.05181980133057","7.01456022262573","7.14752006530762","6.97819995880127","7.06120014190674","7.13336992263794","7.22465991973877","7.23627996444702","7.35216999053955","7.74411010742188","8.31521034240723","8.76368045806885","9.51159000396729","10.0949897766113","10.9242000579834","11.6956300735474","12.5407199859619","13.5629596710205","14.6075496673584","15.55189037323","16.265510559082","17.22705078125","18.1918106079102","19.3271198272705","20.39381980896","21.7182903289795","23.4551200866699","24.8391990661621","25.7273406982422","","",
"Lesotho","LSO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.43134","0.36829","0.33819","0.45647","0.53901","0.49452","0.64253","0.83796","0.92001","1.04583","0.95616","1.02953","1.07339","1.08082","1.01543","1.27999","1.31631","1.53158","1.62468","1.57355","1.30351","1.32618","2.26648","2.38236","2.52788","2.47475","2.55041","","","2.14090991020203","2.31444001197815","2.51626992225647","2.47953009605408","2.95755004882813","","3.67343997955322","3.88129997253418","","","","","","10.8256702423096","10.1502704620361","","",
"Lithuania","LTU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","24.44689","","","","","31.56133","","","32.41121","33.24522","32.09423","28.66835","26.30086","25.83507","26.28147","28.46868","32.45526","38.54146","44.0121002197266","50.6250114440918","56.6020393371582","61.2727508544922","68.0175018310547","73.1375885009766","77.5065994262695","78.3799667358398","78.4397201538086","80.399787902832","83.3214111328125","80.7507476806641","76.6044082641602","73.9486389160156","69.9603500366211","","",
"Luxembourg","LUX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.58682","1.53575","1.95501","1.78051","1.96803","1.77737","1.61185","1.07454","1.41829","1.4381","2.58109","2.39918","3.21566","3.34685","2.87478","2.60261","2.43894","","","","4.78967","5.22085","4.88441","7.0384","7.3809","8.09228","8.51493","8.99352","10.0567398071289","9.81433963775635","10.2157697677612","11.8519401550293","12.1914501190186","","","10.3311996459961","","10.57493019104","","18.2052192687988","","19.7430305480957","","","",
"Latvia","LVA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","23.70508","23.83223","23.71804","23.58917","23.54715","23.16787","23.09608","23.56458","24.04898","24.86563","25.05684","25.55707","24.29161","22.643","23.1197","27.3207","33.67314","43.02886","50.9065399169922","56.6365814208984","63.3048400878906","67.7207794189453","72.4014511108398","77.2600479125977","78.8554077148438","78.9548187255859","78.0285720825195","77.2715530395508","76.7497711181641","70.5519180297852","67.2847290039063","65.133430480957","66.3548202514648","","",
"Macao SAR, China","MAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.24797","26.17766","29.45555","25.42199","26.30739","26.58987","24.43936","","","28.99702","","27.3698101043701","26.1534690856934","46.3320999145508","62.3460388183594","75.8911514282227","69.0168304443359","63.5963706970215","62.4172592163086","58.7346496582031","58.0811080932617","62.3026313781738","61.7919616699219","63.9851608276367","56.0513381958008","62.6135597229004","","",
"St. Martin (French part)","MAF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.33994","1.30191","1.5818","1.67935","2.11542","2.673","2.54617","3.66677","3.27079","","5.52457","5.98091","5.25444","5.96386","","7.78359","8.19017","8.95754","9.62834","10.41712","10.36657","10.15751","10.61676","10.84228","11.39923","","11.68138","9.12691","9.52840995788574","9.40777969360352","10.2736902236938","10.2100601196289","10.7062301635742","10.8794498443604","11.5992698669434","12.1944799423218","11.7666597366333","12.8536195755005","13.4532499313354","14.3189001083374","16.1585693359375","","","","",
"Monaco","MCO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","29.30976","","","","","33.2222","","34.64524","34.89867","35.42282","34.48662","","","","30.18247","25.91554","27.66136","","32.6949195861816","32.529670715332","31.7273006439209","32.2052307128906","33.2988395690918","34.3555717468262","36.0984306335449","39.4024505615234","41.20458984375","39.9985008239746","38.2928581237793","38.1453590393066","39.4480400085449","40.1086387634277","41.2771682739258","","",
"Madagascar","MDG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.10177","1.20647","1.3674","","1.42167","1.22177","1.59989","1.87948","2.10109","2.87344","2.75692","3.55809","3.75645","3.82007","4.09453","4.032","3.5823","3.59186","3.54614","3.43868","3.20408","","3.57074","2.89908","2.33291","2.1596","1.93467","2.16858","2.12808990478516","2.18512988090515","2.08039999008179","2.15635991096497","2.36968994140625","2.74726009368896","2.82939004898071","2.98938989639282","3.33787989616394","3.24326992034912","3.43829011917114","3.60552000999451","4.00570011138916","4.08571004867554","4.24586009979248","","",
"Maldives","MDV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221369996666908","","","","11.3353796005249","13.1812400817871","","","","","","","",
"Middle East & North Africa (all income levels)","MEA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.65438985824585","5.63144016265869","5.96869993209839","6.45959997177124","6.8691201210022","7.45178985595703","8.19254970550537","8.8353099822998","9.28501033782959","9.53172969818115","10.0003004074097","10.6431102752686","11.1591796875","11.438099861145","11.8178300857544","11.9271898269653","12.3322200775146","12.5133695602417","12.6871795654297","12.5070199966431","12.6933603286743","12.6265201568604","13.4224700927734","14.4549503326416","15.192850112915","16.1232490539551","17.4384899139404","18.3048992156982","19.0537300109863","20.3038902282715","20.4456405639648","21.1201496124268","21.4437808990479","21.5439605712891","22.75705909729","23.8251495361328","24.7254009246826","26.4779300689697","28.462230682373","29.1039695739746","31.0990905761719","32.0015907287598","34.4415588378906","35.9837684631348","","",
"Mexico","MEX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.2165","5.61359","","7.40864","8.67762","9.43656","9.27979","10.3626","11.42739","12.72666","13.49742","14.17639","14.50509","15.01873","","15.57973","15.30512","15.89788","15.32739","14.80277","14.18217","","13.10998","13.36984","13.80781","14.86367","15.69496","16.90669","18.0466594696045","19.2951602935791","20.0968399047852","21.069299697876","21.9415607452393","22.7666397094727","23.3146991729736","23.7900295257568","24.3909206390381","25.0961608886719","25.6534805297852","26.7393894195557","27.6868305206299","28.9944896697998","29.8904705047607","","",
"Marshall Islands","MHL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2761402130127","","","","","","","","","","42.8617515563965","","","",
"Middle income","MIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","4.15290021896362","4.23253011703491","4.35754013061523","4.49851989746094","4.75165987014771","5.01366996765137","5.19387006759644","5.34521007537842","5.58829021453857","5.88583993911743","6.0835599899292","6.3981499671936","6.56721019744873","6.81401014328003","7.27556991577148","7.41829013824463","7.36605978012085","7.50202989578247","7.31256008148193","7.39520978927612","7.47832012176514","7.57622003555298","7.59699010848999","7.72946977615356","8.16823959350586","8.80251979827881","9.30191040039063","10.1284503936768","10.7765302658081","11.6917200088501","12.5250597000122","13.4424896240234","14.5519199371338","15.6851902008057","16.713020324707","17.4786396026611","18.4970607757568","19.5132293701172","20.7202606201172","21.8645896911621","23.2844905853271","25.2226696014404","26.806079864502","27.8672409057617","","",
"Macedonia, FYR","MKD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","18.95328","","","","","20.34977","","","","","26.14657","25.66951","24.91133","23.95728","23.0434","22.40792","21.16898","20.48837","19.25952","17.62671","16.03859","16.54376","16.40347","17.23931","18.50988","18.89539","19.5472","20.13192","21.7746391296387","22.6325092315674","24.5212497711182","26.993579864502","27.4438304901123","28.0236797332764","29.630069732666","28.9863090515137","34.7880401611328","39.1127014160156","38.9828605651855","37.0747909545898","","38.45751953125","","","",
"Mali","MLI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.14564","","","0.35317","0.45709","0.53702","0.64694","0.75278","0.84204","0.91176","","0.75006","0.95016","1.14647","1.16341","1.04039","0.84522","","0.68109","0.7","0.67871","0.86253","0.99601","","1.0142","1.13508","1.56745","1.53759","2.00837993621826","2.0591299533844","2.20563006401062","2.21855998039246","","","","","","5.70298004150391","6.29994010925293","6.51419019699097","6.86006021499634","7.47441005706787","","","",
"Malta","MLT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.08922","6.42327","7.56661","7.36908","6.25111","7.23644","7.19818","7.32796","6.73502","4.64208","2.52697","2.81694","2.84461","3.16376","4.335","4.75981","5.24536","5.49196","5.81265","7.03707","10.72115","13.28936","14.99584","18.76207","20.04259","21.53669","22.20686","21.63631","23.4395","22.108190536499","19.84787940979","23.1359100341797","22.7754802703857","28.2975902557373","25.0469608306885","30.2218399047852","28.6623001098633","31.5415496826172","30.7123603820801","34.1132316589355","36.4811210632324","39.5995597839355","41.2110404968262","","","",
"Myanmar","MMR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.69891","1.7364","1.74598","1.69824","1.72113","1.76471","2.58184","","3.59497","","4.60117","4.54378","","4.68671","4.79134","4.43734","6.22219","5.26976","5.16382","5.02594","","4.31296","5.26943","4.99437","5.11256","","","6.53682","","","10.3305196762085","","","","","","10.1405801773071","","","","13.8136796951294","13.3780498504639","","","",
"Middle East & North Africa (developing only)","MNA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.55870008468628","5.52939987182617","5.8571400642395","6.33082008361816","6.75383996963501","7.36225986480713","8.09611034393311","8.75209999084473","9.20114040374756","9.41658020019531","9.90616035461426","10.563099861145","11.0602197647095","11.3169002532959","11.7193803787231","11.7616596221924","12.1545000076294","12.3998203277588","12.6394395828247","12.4740400314331","12.6257095336914","12.4291801452637","13.2038602828979","14.1249103546143","14.8313903808594","15.6611499786377","16.9940490722656","17.968189239502","18.7628707885742","19.9049701690674","19.9657707214355","20.5863208770752","20.9054298400879","20.8309593200684","22.0956192016602","23.1964797973633","24.1367797851563","26.0295600891113","28.3883590698242","29.0633201599121","30.9040603637695","31.4396705627441","33.5312118530273","34.7876510620117","","",
"Montenegro","MNE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7104396820068","15.8939599990845","16.8408107757568","19.8188495635986","22.5699996948242","26.8482494354248","34.4634284973145","42.7099189758301","51.7855491638184","55.5319519042969","","","","","",
"Mongolia","MNG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","22.5717","21.03541","19.72732","18.85513","19.11034","20.61992","22.19093","24.47449","25.35191","26.13234","26.12671","26.11711","25.47015","25.10545","24.81507","23.75906","23.48443","22.67326","22.2155","20.15574","18.19694","15.86253","14.14726","12.26021","12.83924","14.35746","16.17397","18.39867","21.17913","26.9117393493652","30.1770896911621","34.2037582397461","35.799690246582","37.9842910766602","40.7890892028809","44.6573104858398","47.5321083068848","46.9343414306641","48.462028503418","51.4514007568359","53.8116683959961","55.6769905090332","58.7661094665527","62.2688102722168","","",
"Northern Mariana Islands","MNP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.2318","","0.29413","","","","0.08759","0.07286","0.06821","0.07097","0.08584","0.1035","","","0.11908","","0.19906","","","","","0.36174","0.39113","0.43423","0.45108","0.46998","","","0.606149971485138","0.666360020637512","","","0.906109988689423","1.14271998405457","1.4152899980545","","","3.50366997718811","3.7961699962616","4.55887985229492","4.85040998458862","5.15298986434937","5.19235992431641","","",
"Mauritania","MRT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","0.37252","","","","","","","1.68262","2.62084","3.03691","2.97596","3.11244","3.02631","2.69745","2.87076","3.57274","3.54657","3.48394","3.68955","3.88361","3.77346","4.04631996154785","","3.38211989402771","2.97429990768433","3.1625599861145","3.19425010681152","2.92670011520386","3.30093002319336","3.73368000984192","3.80493998527527","3.86735010147095","4.37942981719971","4.74852991104126","5.14448022842407","5.41966009140015","","",
"Mauritius","MUS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.56517","1.7068","1.57681","1.6094","1.53766","1.25422","1.58693","1.65746","1.45147","1.22468","1.02845","0.89089","0.89883","0.669","0.74283","1.0653","0.9936","1.40668","1.8556","1.90033","3.04117","3.53861","","5.33876","4.98118","5.62172","6.57222","6.67576","","9.9653902053833","11.0274696350098","17.1054096221924","15.8449201583862","16.5559997558594","17.8223304748535","21.3358592987061","23.5324592590332","24.5393104553223","27.239330291748","32.1926193237305","34.1730003356934","36.0455017089844","39.864818572998","41.208911895752","","",
"Malawi","MWI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","0.43398","0.44804","0.45691","0.40296","0.41146","0.38352","0.41404","0.46323","0.45789","0.46008","0.45239","0.4569","0.46286","0.456","0.46189","0.44495","0.46305","0.54815","0.56482","0.56337","0.56241","0.5818","0.56721","0.56775","","","0.29559001326561","0.32616001367569","0.371390014886856","0.406010001897812","0.422580003738403","0.503989994525909","0.492509990930557","0.515030026435852","0.508430004119873","","","0.717199981212616","0.814149975776672","","","","",
"Malaysia","MYS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","3.87697","4.04998","","4.3443","4.28595","4.74107","5.59674","6.53274","7.13607","7.21527","6.52221","7.18985","7.98175","9.07675","9.39649","10.33794","11.14905","","","21.79982","22.7447395324707","25.7422695159912","25.0470008850098","27.4085502624512","30.5299701690674","29.9666404724121","27.9155693054199","28.582670211792","30.2455196380615","33.7100486755371","35.7205085754395","37.1345291137695","35.974910736084","37.2002296447754","","","",
"North America","NAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","47.1149711608887","47.1158218383789","47.9574394226074","48.4589500427246","48.8475494384766","50.7185592651367","54.0374183654785","52.588451385498","53.1912803649902","52.6995697021484","53.7896308898926","55.9330291748047","57.3131790161133","58.0759315490723","59.0590782165527","59.1709594726563","60.4437294006348","63.2310791015625","66.0088119506836","68.7858276367188","72.6560668945313","74.6554794311523","78.8521270751953","79.3050537109375","79.0983200073242","79.1236190795898","78.5381164550781","73.9176483154297","69.3078231811523","70.7532806396484","66.9843978881836","67.6844177246094","76.9050674438477","78.5992126464844","78.67529296875","79.201286315918","79.1743087768555","80.0473327636719","81.8036117553711","84.9745635986328","89.9931793212891","91.8391265869141","90.9113235473633","86.2277679443359","","",
"Namibia","NAM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88088","","","6.04567","6.84652","","5.05051","6.17406","","","7.0327000617981","5.79906988143921","6.1623101234436","","6.87285995483398","6.55897998809814","","9.32960033416748","","","","","","","",
"New Caledonia","NCL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0","0","0.05461","0.07078","0.08976","0.13463","0.18401","0.18488","0.22118","0.22595","0.34765","0.43585","0.47755","0.52623","0.58488","","0.59633","","0.62799","0.74995","","0.74965","","","","","","","","","","","0.98241001367569","0.946560025215149","1.13707995414734","1.15111005306244","1.06930005550385","1.20908999443054","1.45035994052887","1.49682998657227","1.55034995079041","1.75416994094849","","","",
