"Data Source","World Development Indicators",

"Last Updated Date","2015-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Germany","DEU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.96439","34.62407","38.40567","41.26176","43.86664","45.34527","46.36132","","","","","","","","","","","","","","","","59.9761505126953","","",
"Djibouti","DJI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","0.09376","0.106","0.12774","","0.20937","0.2489","","0.251239985227585","0.267179995775223","0.69047999382019","1.01653003692627","1.27423000335693","1.58877003192902","2.32128000259399","2.53621006011963","2.73832011222839","2.73736000061035","3.40971994400024","3.40697002410889","4.91984987258911","","","","",
"Dominica","DMA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","0.7417","","","0.68332","0.71293","","","","0.84179","","5.88799","9.4649","7.22496","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","18.85829","22.06874","25.37406","27.66629","28.54543","30.06052","30.17592","31.94283","28.27469","28.38111","28.2725","27.96577","28.5613","28.77197","28.83612","29.11192","29.63173","30.61252","31.87901","34.12242","36.48846","38.66211","42.74794","44.68538","45.47641","47.83077","","52.48291","55.8492202758789","57.2492980957031","60.0282592773438","63.535099029541","67.5372772216797","74.4424362182617","80.4293365478516","79.06494140625","78.5761184692383","75.6753768920898","74.256721496582","73.5818099975586","76.8011474609375","79.5976333618164","82.4354019165039","","",
"Dominican Republic","DOM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","6.25319","7.61429","8.19695","","8.85495","","","","","","","","","","","18.48152","","","","","","","","","","","22.52808","","","","","","33.3291511535645","","","","","","","","","46.3773612976074","","","",
"Algeria","DZA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.10731","8.89758","","10.2256","10.91436","11.01804","10.85202","10.34419","10.05066","11.34196","","","13.6032695770264","","15.2484798431396","16.7490100860596","17.7439994812012","18.1805591583252","19.762580871582","20.2148494720459","22.2853603363037","","28.5967102050781","28.7582492828369","30.2754707336426","31.4641094207764","33.304630279541","","",
"East Asia & Pacific (developing only)","EAP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.2111599445343","1.22460997104645","1.26347005367279","1.29955005645752","1.44907999038696","1.59997999668121","1.73452997207642","1.88258004188538","2.14929008483887","2.60420989990234","2.92593002319336","3.36926007270813","3.82135009765625","3.98813009262085","4.28117990493774","4.57590007781982","4.84182977676392","5.04440021514893","4.93977022171021","5.05848979949951","5.06641006469727","5.1329197883606","5.15017986297607","5.34760999679565","6.10802984237671","6.92692995071411","7.66833019256592","8.6112003326416","9.44159984588623","10.4697599411011","11.4383897781372","12.9232501983643","14.7370300292969","16.5748596191406","18.1100902557373","19.2248802185059","20.114559173584","20.7354106903076","21.3479900360107","22.8903408050537","24.3546295166016","25.6023197174072","27.764009475708","29.9613704681396","","",
"East Asia & Pacific (all income levels)","EAS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.96281003952026","2.87889003753662","2.98934006690979","3.06160998344421","3.29942011833191","3.55535006523132","3.80117011070251","3.98488998413086","4.34900999069214","4.7735800743103","5.08296012878418","5.48875999450684","5.92691993713379","6.12526988983154","6.44575023651123","6.72886991500854","6.94998979568481","7.15126991271973","7.09493017196655","7.2302098274231","7.30220985412598","7.4526801109314","7.58198022842407","8.31474018096924","9.32478046417236","10.2817096710205","11.2415103912354","12.4232997894287","13.2618398666382","14.3948402404785","15.4495401382446","16.8813095092773","18.6235809326172","20.2600708007813","21.6471500396729","22.6019592285156","23.3635902404785","23.8650798797607","24.4504203796387","25.9102802276611","27.3637199401855","28.7120990753174","30.8750801086426","33.0725402832031","","",
"Europe & Central Asia (developing only)","ECA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","23.9301204681396","23.8872699737549","23.6682205200195","23.4200305938721","23.1886901855469","23.3322601318359","23.3380393981934","23.4927997589111","23.5476894378662","23.4077796936035","23.2239093780518","23.3042697906494","23.597240447998","24.0894107818604","24.6961193084717","25.3181095123291","25.4190902709961","25.2546100616455","25.0191993713379","24.8646602630615","25.2063407897949","25.4506893157959","25.3643894195557","25.3251705169678","25.7806396484375","26.1658802032471","26.9094295501709","27.7212009429932","27.669979095459","28.2002296447754","29.6166305541992","31.2775497436523","33.0951690673828","35.7776489257813","37.483268737793","39.087459564209","41.7858810424805","43.1436805725098","44.2137489318848","45.8499794006348","47.9147911071777","49.0550994873047","51.6298217773438","54.548641204834","","",
"Europe & Central Asia (all income levels)","ECS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","24.6484508514404","24.5993099212646","24.9075298309326","25.348970413208","25.6693992614746","26.2684993743896","26.9533195495605","27.3846206665039","27.7217597961426","27.6555099487305","27.7835292816162","27.901159286499","28.1893997192383","28.6611595153809","29.2043991088867","29.903169631958","30.3298492431641","30.6446304321289","30.9761695861816","31.4939594268799","32.1985397338867","32.9003791809082","33.4719390869141","34.3954391479492","35.9134788513184","36.8571815490723","38.3172302246094","40.0453987121582","41.1026496887207","43.0059509277344","44.9579391479492","47.562198638916","50.0599098205566","52.5806198120117","53.7953910827637","55.365608215332","56.7610397338867","57.6167907714844","58.3691215515137","59.5116004943848","61.1079788208008","62.1665115356445","63.1270904541016","63.438060760498","","",
"Ecuador","ECU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.10397","7.56704","9.45187","","20.6188","24.89278","","","31.69254","33.7044","34.60828","32.57952","30.83482","31.39544","32.15583","","","28.66747","25.16315","19.83819","20.26931","","","","18.41581","","18.76002","","","","","","","","","","","38.9236106872559","","","","40.5143203735352","","","",
"Egypt, Arab Rep.","EGY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.01344","7.88637","9.12792","10.3121","11.63735","13.14827","14.93003","15.48081","15.51382","15.84649","16.66335","17.67646","18.33329","18.93629","17.76727","17.7163","17.94943","17.72549","15.34331","14.35928","12.17836","","","","","","","","32.0813407897949","","31.1671199798584","32.2722091674805","28.9865798950195","30.3290500640869","31.6187191009521","31.4433498382568","31.8523693084717","31.64919090271","32.360408782959","33.4680595397949","28.7532005310059","30.0560207366943","32.9270210266113","","",
"Euro area","EMU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","19.389440536499","19.4338798522949","20.5863094329834","21.9904594421387","22.8370800018311","23.9390106201172","25.2225303649902","25.7292900085449","26.2810592651367","25.9296493530273","26.2311496734619","26.3288097381592","26.6082096099854","26.7666606903076","27.2827796936035","28.0796604156494","28.632080078125","28.9891395568848","29.8676795959473","31.1867294311523","32.4866600036621","34.3173408508301","36.2201385498047","38.9823188781738","42.156909942627","43.7603988647461","45.6219482421875","47.9803886413574","49.6625289916992","50.8872985839844","52.4726715087891","54.1005401611328","54.9524307250977","56.5677680969238","58.1365509033203","59.411491394043","60.4241485595703","60.8488006591797","61.699089050293","62.883960723877","64.8055725097656","66.719970703125","67.3510284423828","68.0896072387695","","",
"Eritrea","ERI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04336","0.98528","","0.90604","1.10051000118256","1.07088994979858","1.33970999717712","1.24670004844666","","0.95907998085022","","","","","1.70941996574402","2.03361010551453","","","","2.03071999549866","",
"Spain","ESP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","8.6782","9.65642","14.17174","15.50565","17.0486","19.88603","20.88394","23.24259","21.60409","22.87362","22.87543","23.22142","23.77216","25.39051","26.64852","28.95868","30.1517","31.93442","33.83899","35.6761","37.19274","39.45012","41.42649","44.38861","46.20379","48.32529","51.35112","53.74917","56.0087585449219","58.7401809692383","60.775218963623","62.1323394775391","64.0602569580078","65.7962875366211","66.6216583251953","67.9969024658203","68.9932327270508","70.7115478515625","73.1819076538086","78.0862808227539","82.6155471801758","84.5658569335938","85.93115234375","","",
"Estonia","EST","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","23.24225","","","","","22.01343","","22.10759","22.92215","24.76017","24.35973","24.50641","23.49326","24.348","25.40146","40.18654","44.57205","48.38351","51.1203994750977","56.3511009216309","60.3778686523438","62.8437614440918","65.2805099487305","66.765983581543","68.4458312988281","68.6167297363281","68.8151702880859","68.2102890014648","69.208740234375","71.6511383056641","74.705451965332","76.6840972900391","78.0165405273438","","",
"Ethiopia","ETH","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.17487","0.18867","0.14708","0.23769","","","0.24478","0.37735","0.46244","0.51301","0.48831","0.49943","0.5235","0.50495","","0.80311","0.8601","0.80451","0.8257","0.84961","0.82703","","","0.62063","0.67346","0.69816","0.81691","0.85712","0.955219984054565","1.19465005397797","1.48196005821228","1.65950000286102","2.31394004821777","2.59085011482239","2.78515005111694","","","","","","","","","","",
"European Union","EUU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","17.2359199523926","17.2325496673584","18.0274200439453","19.0399398803711","19.8108005523682","20.863109588623","22.0605907440186","22.5625095367432","23.0664405822754","22.8787994384766","23.14328956604","23.2819900512695","23.6691608428955","24.2133808135986","24.7493801116943","25.3308696746826","25.7687797546387","26.0407600402832","26.5969200134277","27.5715198516846","28.6432704925537","30.3707008361816","32.1341018676758","34.8727416992188","38.0942115783691","40.2029304504395","42.3797988891602","44.7898597717285","46.1178092956543","48.3902206420898","50.0701484680176","52.2702598571777","54.1719017028809","56.1125602722168","57.6638717651367","59.170841217041","60.3293113708496","60.9865684509277","61.8589782714844","63.1064796447754","64.607177734375","65.6714401245117","66.1732788085938","66.1545791625977","","",
"Fragile and conflict affected situations","FCS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.31312990188599","3.33245992660522","3.43104004859924","3.5025200843811","3.58296990394592","3.72344994544983","3.84596991539001","4.12755012512207","4.33487987518311","4.51102018356323","4.66503000259399","4.89716005325317","4.94208002090454","4.96569013595581","5.02791976928711","5.17068004608154","5.29449987411499","5.63609981536865","5.65767002105713","5.76570987701416","5.73639011383057","5.72382020950317","5.68389987945557","5.94125986099243","5.88973999023438","5.92363977432251","6.07775020599365","6.3231201171875","6.66245985031128","7.14818000793457","7.50097990036011","8.08508014678955","8.35015964508057","8.5557804107666","9.0523099899292","9.49123954772949","9.88479042053223","10.1879596710205","10.7629995346069","11.1151599884033","11.3857097625732","11.497200012207","11.582389831543","11.7916297912598","","",
"Finland","FIN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","13.13405","13.65118","14.29139","15.73027","16.95479","27.65062","29.39535","30.68853","31.29347","31.75723","32.15225","32.66587","33.40468","31.49282","31.96208","34.10874","36.08157","38.1305","41.01773","44.50114","48.92793","52.99056","59.43059","64.0804","67.49277","70.43665","73.49979","79.28385","81.4920196533203","82.4390716552734","84.4305267333984","84.9613800048828","87.0836410522461","89.6745986938477","91.8380126953125","93.2876815795898","93.9548110961914","95.0172805786133","91.7525405883789","94.0549926757813","95.5366668701172","93.7218170166016","91.9352188110352","","",
"Fiji","FJI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.67607","1.00324","1.22453","1.50375","1.97141","2.58702","","","","","2.37325","2.45856","2.7248","","2.57401","3.13118","3.06063","","","5.1426","","11.78979","","","","","","","","","","","","15.7699203491211","15.9520301818848","16.1487808227539","","","","","","","","","","",
"France","FRA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","18.70215","19.80272","21.57614","22.38447","23.67878","24.78136","24.89721","25.93211","24.30065","25.14574","25.32011","26.65544","27.10134","","28.73796","29.2443","29.63418","30.5502","33.91101","36.25913","38.44072","41.31231","44.00879","47.92401","49.3022","52.21517","54.39224","55.97059","56.8375816345215","56.8968696594238","55.8526191711426","53.7043495178223","54.1898994445801","54.0132713317871","53.9150505065918","53.8484001159668","53.2976417541504","53.1859283447266","53.7641983032227","56.0634384155273","57.0638999938965","58.3049011230469","59.5177192687988","","",
"Faeroe Islands","FRO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","8.73476","25.59363","19.65976","30.96277","22.44641","","","","","","","","","","","","","","","","","14.0152196884155","14.1218595504761","","","","","","","","","","","","","","","",
"Gabon","GAB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.3947","0.69657","0.79984","1.45818","2.14469","2.16713","2.61039","2.63444","2.54738","3.23346","","","5.26103","5.46091","","","6.08283","5.76127","5.46069","5.35015","","","","","","","","","7.24163007736206","","8.20971012115479","","8.53059959411621","","","","","","","","","","","","",
"United Kingdom","GBR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","14.47771","15.28242","15.85172","16.45088","18.20717","18.8017","18.93404","18.76434","18.86566","18.65263","18.81798","19.02889","21.25694","21.34716","21.30667","21.82746","22.82813","23.55336","24.59375","26.62427","29.2546","33.21496","37.86415","42.58271","47.91753","49.69057","52.87137","55.13522","59.6969413757324","58.086841583252","58.8752708435059","62.1557197570801","61.6574783325195","58.982608795166","58.6846008300781","58.9168701171875","58.6898193359375","57.2469596862793","58.992130279541","60.5079612731934","61.1668281555176","61.8809585571289","59.7567405700684","","",
"Georgia","GEO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","30.03643","","","","","","","","","","36.85845","","","","44.036","41.34754","44.12857","","35.7046089172363","37.7884902954102","38.9186210632324","41.2847518920898","42.8147315979004","42.2378196716309","46.6001014709473","37.9602317810059","36.8393898010254","34.0019798278809","25.2171497344971","28.2632293701172","30.0835399627686","27.9335193634033","33.0509414672852","","",
"Ghana","GHA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.68848","0.73386","0.81103","0.9412","0.99505","1.10007","","","","","","1.61514","","","","","","","","","0.97544","1.11326","1.31298","1.3297","","","","","","","","","","","5.70674991607666","5.12059020996094","6.3506498336792","8.42508029937744","8.78975963592529","","12.0796298980713","12.1991300582886","14.3339395523071","","",
"Guinea","GIN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.55336","","","","2.40736","3.00182","3.45014","4.80451","5.08379","","4.45714","3.1875","3.14909","2.88902","2.45777","1.9888","1.50099","1.29181","1.32877","1.21542","1.05759","0.97505","1.30387","1.18251","1.26916","1.15132","1.17073","1.19906","","","","","","2.14411997795105","2.88524007797241","5.03682994842529","7.82490015029907","8.91926002502441","9.03526020050049","10.2789001464844","10.4314498901367","9.93175983428955","10.4351100921631","","",
"Gambia, The","GMB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75962","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63238","","","","","","","","","","","","","","","","2.25635004043579","2.62239003181458","","","","","","","","","",
"Equatorial Guinea","GNQ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","4.03969","","","","","","","","","1.56225","","","","","","","","","3.27873992919922","","","","","","","","","","","","","","","",
"Greece","GRC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","13.09941","13.14007","14.22223","15.08135","17.10824","17.65288","18.05385","17.00383","17.19852","16.62033","17.09408","17.53783","19.17873","20.45281","22.7592","24.19044","25.94322","24.52184","24.1458","24.90568","36.26083","34.6725","37.98048","39.50844","36.83018","40.30588","43.93181","44.91207","46.5665702819824","51.0872116088867","58.7300109863281","66.6619186401367","72.9133834838867","80.2140884399414","90.210319519043","94.9736862182617","91.3905868530273","","","108.094581604004","113.983360290527","116.621566772461","","","",
"Grenada","GRD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","1.44941","5.83428","","8.3027","4.46567","4.48337","","","","","","","","","","","","","","","","","","","","","","","","","52.7731781005859","","","","","","",
"Greenland","GRL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.06553","3.26161","3.6023","3.9678","3.56295","3.98635","4.47236","5.00312","5.81368","","","5.71839","","6.61338","6.68941","6.89329","7.21413","","","","","","","8.20306","8.59368","8.68429","","","","","","","9.46135997772217","","","","","17.875129699707","","","","","","18.7364807128906","","",
"Guam","GUM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.5861","1.6994","1.86196","","","3.56835","","","3.05029","2.85034","2.7545","3.0793","2.32176","2.42385","2.66904","2.72558","","4.41196","","5.66457","","","","9.43418","8.77936","9.77634","11.7165","","","","","","7.29253005981445","10.350700378418","10.8940696716309","11.1975402832031","11.3031997680664","10.7793102264404","10.3644399642944","11.4913101196289","12.171070098877","12.9105100631714","","","",
"High income","HIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","27.5870094299316","27.5306606292725","28.436559677124","29.2988605499268","30.0429096221924","31.3066692352295","32.9148902893066","32.93994140625","33.5580902099609","33.5350494384766","34.07666015625","34.8279685974121","35.4740905761719","36.1520309448242","36.889331817627","37.519229888916","38.2356109619141","39.2088203430176","40.202880859375","41.2442398071289","42.6123695373535","43.5902290344238","45.0397987365723","46.90869140625","48.4727401733398","49.6554298400879","51.2012596130371","51.9645118713379","51.981819152832","54.1825103759766","55.0099906921387","57.3753700256348","61.6203918457031","63.5730018615723","64.4233322143555","65.8336334228516","66.8499221801758","67.8180236816406","69.0571212768555","70.5384368896484","73.0481262207031","74.7770080566406","75.2095184326172","73.7561569213867","","",
"Hong Kong SAR, China","HKG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","6.83597","7.24102","7.65987","8.34735","8.88586","9.74971","9.0382","","9.24783","9.28351","","9.9536","11.28401","12.15121","","","","","","","","18.35891","19.37334","21.52138","","","","","","","","","31.1671504974365","31.1631698608398","32.115650177002","32.9846382141113","41.1541404724121","53.8630485534668","54.8363800048828","57.8357315063477","59.8966903686523","60.1254005432129","66.837043762207","","",
"Honduras","HND","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","3.60351","3.9964","5.0351","6.35415","7.08829","","7.30928","8.39771","8.81234","8.81397","8.83193","8.71554","","8.33764","9.29479","9.27659","8.90908","8.99012","9.37649","9.20601","10.18546","10.13662","10.86395","11.70464","13.53805","13.3115501403809","13.8199396133423","14.3622102737427","16.0343494415283","17.0051307678223","17.0602397918701","","","","18.7529392242432","","20.5587997436523","","20.3979892730713","21.1353302001953","","",
"Heavily indebted poor countries (HIPC)","HPC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.51224005222321","1.49363005161285","1.53659999370575","1.58017003536224","1.67086005210876","1.74583995342255","1.81531000137329","1.87386000156403","2.00535011291504","2.0758900642395","2.15734004974365","2.19693994522095","2.23747992515564","2.26783990859985","2.29036998748779","2.32600998878479","2.37614989280701","2.37661004066467","2.43808007240295","2.47408008575439","2.52168989181519","2.57744002342224","2.62489008903503","2.69074988365173","2.73134994506836","2.76479005813599","2.82534003257751","2.9444899559021","3.02677011489868","3.13837003707886","3.46007990837097","3.76418995857239","4.04626989364624","4.28612995147705","4.58466005325317","4.86530017852783","5.23416996002197","5.55158996582031","6.09894990921021","6.55214977264404","7.19187021255493","7.5170202255249","7.67296981811523","7.86994981765747","","",
"Croatia","HRV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","18.94235","","","","","16.9125","","","","21.28753","22.32206","21.59639","24.10172","25.66835","25.78603","27.22796","27.1222","28.56649","30.5551204681396","30.9962902069092","33.5101585388184","36.4094886779785","39.5824584960938","41.3454704284668","44.5332984924316","45.8953285217285","48.0292015075684","50.5402603149414","50.4370193481445","55.8336296081543","58.8053283691406","61.6309585571289","","","",
"Haiti","HTI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","0.63387","0.60561","0.7761","0.80161","0.80042","0.84896","","0.91609","1.0646","","1.02629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","10.02169","10.29895","10.36007","10.81306","11.22977","11.71532","12.22626","12.3909","12.57707","12.85187","13.2197","14.26551","14.88364","15.54358","16.04811","16.10758","15.67919","15.2865","14.83153","14.68564","14.52086","14.92064","16.0862","19.35171","22.18434","24.61348","26.25249","30.10097","32.4978904724121","35.9318809509277","39.6877593994141","44.5608215332031","52.2857208251953","60.1526298522949","65.1043090820313","67.6163024902344","67.3507308959961","64.4819717407227","61.7145004272461","60.3774909973145","59.5061302185059","59.6310806274414","56.695930480957","","",
"Indonesia","IDN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.8703","","2.76928","2.69516","2.61067","2.61411","2.6467","2.33635","2.46616","2.35982","3.39174","3.87973","3.91389","4.14429","5.44228","6.23958","6.4959","7.70943","6.9724","8.05629","8.50745","8.74827","9.57594","9.5388","10.69588","11.50371","11.7132","13.57615","13.54362","14.9425802230835","15.0648803710938","14.3561201095581","15.0100603103638","16.2982597351074","16.982759475708","17.7397308349609","17.911340713501","18.3953399658203","21.3373394012451","23.7403507232666","24.8856296539307","27.2045497894287","31.5122604370117","","","",
"Isle of Man","IMN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.0179","","5.04873","","","4.98394","4.82769","4.96797","4.9371","4.94135","5.22749","4.93002","5.54324","5.83417","5.78962","5.9243","6.23226","5.4339","5.65156","5.86541","5.98179","","","","5.56645","6.28323","6.5328","","","9.52686023712158","9.78483009338379","10.3568696975708","10.888970375061","11.2492799758911","11.0042200088501","11.8216495513916","13.4811897277832","15.4157695770264","16.3965702056885","18.2267894744873","23.271240234375","24.804759979248","24.6866893768311","","",
"Not classified","INX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","11.58445","11.65616","11.60144","12.06028","14.19815","17.04706","16.9127","16.63389","16.48347","16.71236","17.97243","19.35275","20.66671","20.83776","21.75849","22.58173","23.88408","25.3879","27.02227","28.22186","29.31393","32.28039","34.40173","37.2396","38.21307","39.85894","41.39588","44.59374","47.1106185913086","50.0454902648926","51.7222595214844","53.3559303283691","54.1870613098145","56.1747016906738","56.3732299804688","57.7455406188965","60.320629119873","59.0189018249512","63.4515113830566","70.6062393188477","73.4706802368164","71.2420272827148","","","",
"Iran, Islamic Rep.","IRN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.95934","3.3298","3.74116","3.8291","4.0768","4.45977","4.41759","4.46493","","","","","","","","","","","","","","","","","16.24987","18.11285","","","18.9561901092529","19.1905193328857","20.2464504241943","19.1047191619873","19.871509552002","21.7261199951172","22.8667602539063","25.2278594970703","29.9027309417725","36.3939781188965","36.8204612731934","43.0807685852051","48.8294105529785","55.1645317077637","57.943000793457","","",
"Iraq","IRQ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.01229","5.20763","5.53511","6.08529","7.13817","7.80383","8.38515","8.48506","8.26907","9.00263","9.20831","9.66388","9.7493","9.57328","10.36468","11.40898","10.8721","11.1592","12.2652","","","","","","","","","","11.5583000183105","11.9974498748779","","12.7037000656128","","15.84840965271","15.9763603210449","","","","","","","","","","",
"Iceland","ISL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","9.91399","11.06493","12.38121","12.9519","14.04377","15.10758","15.47138","15.97514","","19.70555","20.40218","21.24524","22.95566","23.51455","20.89935","21.32346","21.58486","21.77419","23.40426","25.59648","24.92249","29.6088","27.34285","34.00617","35.49457","35.87764","37.75963","38.50176","40.024600982666","45.4810600280762","47.6399917602539","54.0475006103516","62.1629219055176","68.3899765014648","70.3571395874023","72.6646575927734","71.7668380737305","74.2090911865234","74.4641494750977","78.4723663330078","80.9423599243164","81.3554306030273","","","",
"Israel","ISR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","19.40891","20.57643","22.7051","","23.31977","","26.59754","26.50349","30.3836","31.271","30.97727","33.8667","34.27779","34.70257","","34.9891","35.35103","33.8734","33.4623","33.60007","35.17091","","38.33315","","39.85934","42.03814","","46.83717","48.4475784301758","49.4715309143066","51.785888671875","56.800968170166","56.7751197814941","56.5029792785645","58.0911598205566","57.6743392944336","60.5019416809082","59.6973304748535","62.3753509521484","","65.846549987793","67.8918304443359","66.5018920898438","","",
"Italy","ITA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","17.30297","20.07847","20.99599","22.38163","24.75772","25.97445","26.91281","27.33569","27.80084","27.4089","27.24715","","25.00411","25.04487","25.9436","25.70589","24.8937","26.51521","28.06803","29.49271","31.62839","33.50255","35.49545","39.37058","40.67002","41.46037","45.89548","47.332","47.5657005310059","48.8115997314453","51.8909606933594","54.5162887573242","57.7501907348633","61.5344505310059","63.967658996582","65.8380813598633","66.2659378051758","65.6021499633789","65.3904113769531","64.268928527832","63.8577690124512","62.4692916870117","","","",
"Jamaica","JAM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.2201","5.66089","6.16278","6.09337","","","7.08065","","","","6.74556","","","","","","4.88358","","4.95321","","6.57799","6.52884","","","","","","","9.39116954803467","15.3835296630859","17.9391593933105","19.0941295623779","21.6360893249512","22.0991191864014","20.1901798248291","20.130220413208","","25.30419921875","25.2181205749512","28.9348907470703","28.2233009338379","30.8226699829102","28.7379302978516","","",
"Jordan","JOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.0794","3.42326","4.31888","5.24434","5.80446","7.15655","9.58933","9.59944","10.7336","14.83337","16.77514","19.75894","20.58057","22.39033","20.37988","19.38841","20.89951","18.54803","20.61328","20.45196","22.19506","21.40573","20.93474","19.17752","18.71207","20.65249","23.36905","","","28.2805309295654","","30.8480491638184","34.6939697265625","39.411548614502","39.696418762207","39.7966613769531","41.168098449707","44.3004608154297","45.1195106506348","40.4326705932617","39.9389305114746","46.6096496582031","","","",
