Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Median,7.300000191,7.262213903,7.614906633,7.599999905,7.5,7.363010234,7.350000143,7.516400902,7.450000048,7.344328646,7.450000048,7.662185364,7.800000191,7.599999905,7.300000191,7.099999905,6.800000191,6.520849888,7.401517971,7.300000191,7.099999905,7,7.099999905
